mot;affichage;longueur;categorie;definition;registre;niveau;verif
DEJONG;De Jong;6;legendes;Six lettres qui sortent du pressing en conduite;joueur;2;qualité du milieu
DEKUIP;De Kuip;6;stades;Enceinte de Rotterdam surnommée la Cuve;factuel;3;Feyenoord
DEKUIP;De Kuip;6;stades;Sa forme ovale lui a valu ce surnom;factuel;3;architecture du lieu
DEKUIP;De Kuip;6;stades;Six lettres réputées pour leur acoustique;joueur;3;ambiance du stade
DELIGT;De Ligt;6;legendes;Capitaine de l'Ajax demi-finaliste en 2019;factuel;2;épopée européenne
DELIGT;De Ligt;6;legendes;Il était capitaine à dix-neuf ans;factuel;2;précocité du défenseur
DELIGT;De Ligt;6;legendes;Six lettres parties ensuite à la Juventus;joueur;2;carrière du joueur
DEPAUL;De Paul;6;actuels;Milieu argentin champion du monde en 2022;factuel;2;titre au Qatar
DEPAUL;De Paul;6;actuels;Il est le garde du corps de Messi, dit-on;factuel;2;expression consacrée
DEPAUL;De Paul;6;actuels;Six lettres au volume de course énorme;joueur;2;profil du milieu
DESTIN;destin;6;culture;Ce qui semble décider d'un but à la dernière seconde;factuel;1;part d'irrationnel
DESTIN;destin;6;culture;Les supporters y croient plus qu'aux statistiques;joueur;1;croyance du public
DESTIN;destin;6;culture;Six lettres invoquées après chaque poteau;joueur;1;explication commode
DEVISE;devise;6;culture;Phrase qui résume l'esprit d'un club;factuel;1;identité du club
DEVISE;devise;6;culture;Celle de Liverpool parle de ne jamais marcher seul;factuel;2;hymne du club
DEVISE;devise;6;culture;Six lettres qui désignent aussi une monnaie;joueur;1;homonymie
DIABLE;diable;6;fillfoot;Surnom d'une sélection qui joue en rouge;factuel;2;Belgique
DIABLE;diable;6;fillfoot;Il sort de sa boîte à la 89e;joueur;1;entrant décisif
DIACRE;Diacre;6;feminin;Sélectionneuse des Bleues jusqu'en 2023;factuel;2;banc tricolore
DIACRE;Diacre;6;feminin;Elle avait été championne d'Europe comme joueuse;factuel;3;palmarès de la joueuse
DIACRE;Diacre;6;feminin;Six lettres qui portent aussi un titre religieux;joueur;1;homonymie
DIARRA;Diarra;6;actuels;Milieu sénégalais évoluant à Strasbourg;factuel;2;club français
DIARRA;Diarra;6;actuels;Retenu pour la Coupe du monde 2026;factuel;1;liste de Pape Thiaw
DIARRA;Diarra;6;actuels;Six lettres dans l'entrejeu des Lions;joueur;1;poste du joueur
DIATTA;Diatta;6;actuels;Ailier sénégalais de Monaco;factuel;3;carrière en Ligue 1
DIATTA;Diatta;6;actuels;Il est passé par le Club Bruges;factuel;3;parcours du joueur
DIATTA;Diatta;6;actuels;Six lettres qui peuvent jouer latéral;joueur;3;polyvalence du joueur
DINAMO;Dinamo;6;clubs;Nom porté par des clubs de Zagreb, Kiev et Bucarest;factuel;2;dénomination répandue
DINAMO;Dinamo;6;clubs;Il désignait souvent les clubs de la police;factuel;3;origine soviétique
DINAMO;Dinamo;6;clubs;Six lettres présentes dans toute l'Europe de l'Est;joueur;2;usage régional
DIRECT;direct;6;fillfoot;Le coup franc qui l'est peut finir au fond;factuel;1;type de remise en jeu
DIRECT;direct;6;fillfoot;Retransmission sans le moindre différé;factuel;1;diffusion en temps réel
DIRECT;direct;6;fillfoot;On le préfère toujours au résumé;joueur;1;choix du spectateur
DOGUES;Dogues;6;clubs;Surnom des joueurs du club lillois;factuel;2;emblème du club
DOGUES;Dogues;6;clubs;Ils ont été champions de France en 2021;factuel;2;titre nordiste
DOGUES;Dogues;6;clubs;Six lettres au molosse sur l'écusson;joueur;2;blason du club
DOUBLE;double;6;vocab;Deux réalisations dans la même rencontre;factuel;1;doublé
DOUBLE;double;6;vocab;L'attaquant en réclame aussitôt un troisième;joueur;2;appétit du marqueur
DOUCHE;douche;6;culture;Ce qui suit immédiatement le match au vestiaire;factuel;1;rituel d'après-match
DOUCHE;douche;6;culture;Froide, elle décrit aussi une grosse déception;joueur;1;expression consacrée
DOUCHE;douche;6;culture;Six lettres où se chantent les meilleurs airs;joueur;1;ambiance du vestiaire
DOVBYK;Dovbyk;6;actuels;Attaquant ukrainien de la Roma;factuel;3;buteur giallorosso
DOVBYK;Dovbyk;6;actuels;Il avait été meilleur buteur de Liga avec Gérone;factuel;3;saison 2023-2024
DOVBYK;Dovbyk;6;actuels;Six lettres au gabarit de grand avant-centre;joueur;3;profil du buteur
DRAGAO;Dragão;6;stades;Enceinte portugaise au nom de créature légendaire;factuel;3;Porto
DRAGAO;Dragão;6;stades;Elle a accueilli une finale de C1 en 2021;factuel;3;Chelsea contre City
DRAGAO;Dragão;6;stades;Six lettres qui signifient dragon;joueur;2;traduction
DROGBA;Drogba;6;legendes;Attaquant ivoirien décisif en finale de C1 en 2012;factuel;1;égalisation et penalty
DROGBA;Drogba;6;legendes;Meilleur buteur de l'histoire des Éléphants;factuel;2;record national
DROGBA;Drogba;6;legendes;Six lettres qui ont fait taire un stade bavarois;joueur;2;finale de Munich
DYBALA;Dybala;6;actuels;Grand absent de la présélection argentine 2026;factuel;2;écarté par le sélectionneur
DYBALA;Dybala;6;actuels;Champion du monde 2022 non retenu quatre ans après;factuel;2;fin de cycle
DYBALA;Dybala;6;actuels;Six lettres et une célébration devenue culte;joueur;2;geste du masque
EAGLES;Eagles;6;selections;Ils suivent Super dans le surnom nigérian;factuel;2;Super Eagles
EAGLES;Eagles;6;selections;La sélection a été trois fois championne d'Afrique;factuel;2;palmarès continental
EAGLES;Eagles;6;selections;Six lettres qui signifient aigles en anglais;joueur;1;traduction
ECOSSE;Écosse;6;selections;Sélection au chardon et au tartan;factuel;2;emblèmes nationaux
ECOSSE;Écosse;6;selections;Elle était dans le groupe du Brésil en 2026;factuel;2;tirage du Mondial
ECOSSE;Écosse;6;selections;Six lettres qui jouent en bleu marine;joueur;1;couleur du maillot
EGYPTE;Égypte;6;selections;Recordwoman de titres continentaux africains;factuel;2;sept Coupes d'Afrique
EGYPTE;Égypte;6;selections;Elle était dans le groupe de la Belgique en 2026;factuel;3;tirage du Mondial
EGYPTE;Égypte;6;selections;Six lettres emmenées par l'ailier de Liverpool;joueur;1;Salah
EJECTE;éjecté;6;coachs;Ce qu'on dit d'un technicien renvoyé;joueur;1;langage courant
EJECTE;éjecté;6;coachs;Sa chaise est réputée pour cela;factuel;1;expression consacrée
EJECTE;éjecté;6;coachs;Six lettres du participe passé d'éjecter;factuel;1;conjugaison
ELANGA;Elanga;6;actuels;Ailier suédois de Newcastle;factuel;3;carrière anglaise
ELANGA;Elanga;6;actuels;Il a été formé à Manchester United;factuel;3;parcours du joueur
ELANGA;Elanga;6;actuels;Six lettres à la pointe de vitesse redoutée;joueur;2;profil de l'ailier
ELLAND;Elland;6;stades;Il précède Road dans le nom d'un stade anglais;factuel;3;Leeds
ELLAND;Elland;6;stades;L'enceinte se trouve dans le Yorkshire;factuel;3;implantation
ELLAND;Elland;6;stades;Six lettres à l'ambiance très bruyante;joueur;3;réputation du public
EMELEC;Emelec;6;clubs;Club équatorien de Guayaquil;factuel;3;championnat local
EMELEC;Emelec;6;clubs;Son nom vient d'une compagnie d'électricité;factuel;3;origine du club
EMELEC;Emelec;6;clubs;Six lettres bleues de la côte pacifique;joueur;3;couleur du maillot
EMPOLI;Empoli;6;clubs;Club toscan habitué de l'ascenseur;factuel;3;montées et descentes
EMPOLI;Empoli;6;clubs;Il est réputé pour son centre de formation;factuel;3;qualité du recrutement
EMPOLI;Empoli;6;clubs;Six lettres bleues de Toscane;joueur;3;couleur du maillot
ENTREE;entrée;6;coachs;Moment où un remplaçant rejoint le terrain;factuel;1;changement en cours
ENTREE;entrée;6;coachs;Réussie, elle peut renverser une rencontre;factuel;1;impact du banc
ENTREE;entrée;6;coachs;Six lettres qui précèdent parfois un but;joueur;1;coup gagnant du coach
EPAULE;épaule;6;fillfoot;Charge autorisée tant qu'elle reste correcte;factuel;2;contact légal
EPAULE;épaule;6;fillfoot;On y pleure après une finale perdue;joueur;1;réconfort d'un coéquipier
EPINAL;Épinal;6;clubs;Club vosgien du football amateur;factuel;3;implantation
EPINAL;Épinal;6;clubs;Sa ville a donné son nom à des images populaires;factuel;2;expression consacrée
EPINAL;Épinal;6;clubs;Six lettres jaune et bleu des Vosges;joueur;3;couleurs du club
EPOPEE;épopée;6;culture;Parcours héroïque d'un petit club en coupe;factuel;1;récit consacré
EPOPEE;épopée;6;culture;Celle du Maroc en 2022 a marqué un continent;factuel;1;demi-finale historique
EPOPEE;épopée;6;culture;Six lettres qu'on raconte pendant vingt ans;joueur;1;mémoire collective
EQUIPE;équipe;6;vocab;Onze titulaires et leurs remplaçants;factuel;1;composition
EQUIPE;équipe;6;vocab;Type, elle s'écrit sur un coin de nappe;joueur;1;discussion de comptoir
ESPACE;espace;6;vocab;Zone libre entre deux lignes adverses;factuel;2;intervalle
ESPACE;espace;6;vocab;Le bloc bas n'en laisse pas le moindre;joueur;2;densité défensive
ESPOIR;espoir;6;fillfoot;Jeune joueur promis à un bel avenir;factuel;1;catégorie de joueur
ESPOIR;espoir;6;fillfoot;Il renaît sur une réduction du score à la 85e;joueur;1;fin de match
ESSIEN;Essien;6;legendes;Milieu ghanéen emblématique de Chelsea;factuel;2;carrière anglaise
ESSIEN;Essien;6;legendes;Sa frappe de loin contre Arsenal reste un classique;factuel;3;but de 2006
ESSIEN;Essien;6;legendes;Six lettres surnommées le Bison;joueur;2;surnom du milieu
ETIHAD;Etihad;6;stades;Enceinte du club champion d'Angleterre en 2012;factuel;2;Manchester City
ETIHAD;Etihad;6;stades;Agüero y a marqué à la dernière seconde du titre;factuel;1;saison 2011-2012
ETIHAD;Etihad;6;stades;Six lettres qui portent le nom d'une compagnie;joueur;1;sponsor du stade
ETOILE;étoile;6;fillfoot|competitions;Elle surmonte l'écusson après un titre mondial;factuel;2;symbole de palmarès
ETOILE;étoile;6;fillfoot|competitions;Montante, elle a dix-neuf ans et déjà tout;joueur;1;jeune talent
ETOILE;étoile;6;fillfoot|competitions;La France en porte deux au-dessus du blason;factuel;1;1998 et 2018
EUROPA;Europa;6;competitions;Deuxième épreuve continentale de clubs;factuel;1;League
EUROPA;Europa;6;competitions;Elle se joue le jeudi soir;factuel;1;programmation habituelle
EUROPA;Europa;6;competitions;Six lettres pour ceux qui ont raté mieux;joueur;2;compétition de consolation
EUROPE;Europe;6;competitions;Continent aux trois coupes de clubs;factuel;1;organisation continentale
EUROPE;Europe;6;competitions;Son championnat des nations se joue tous les quatre ans;factuel;1;cycle de l'Euro
EUROPE;Europe;6;competitions;Six lettres au toit desquelles on monte en mai;joueur;1;expression consacrée
EXEMPT;exempt;6;competitions;Club dispensé d'un tour de coupe;factuel;3;règlement des épreuves
EXEMPT;exempt;6;competitions;Les grands le sont souvent au premier tour;factuel;2;entrée en lice différée
EXEMPT;exempt;6;competitions;Six lettres qui économisent un déplacement;joueur;2;avantage du calendrier
FABIAN;Fabián;6;actuels;Milieu espagnol du PSG;factuel;2;entrejeu parisien
FABIAN;Fabián;6;actuels;Il a été champion d'Europe en 2024;factuel;2;titre de la Roja
FABIAN;Fabián;6;actuels;Six lettres qui frappent très bien de loin;joueur;2;qualité du milieu
FALCAO;Falcao;6;legendes;Buteur colombien surnommé le Tigre;factuel;2;surnom du joueur
FALCAO;Falcao;6;legendes;Il célébrait en mimant un tir à l'arc;factuel;2;geste reconnaissable
FALCAO;Falcao;6;legendes;Six lettres passées par Porto, l'Atlético et Monaco;joueur;2;carrière du joueur
FANION;fanion;6;vocab;Petit drapeau planté au coin du terrain;factuel;1;marquage du corner
FANION;fanion;6;vocab;L'assistant le lève et la joie retombe;joueur;1;signalisation du hors-jeu
FEINTE;feinte;6;vocab;Geste destiné à tromper l'adversaire;factuel;1;technique individuelle
FEINTE;feinte;6;vocab;De corps, elle envoie le défenseur au café;joueur;2;expression consacrée
FESSEE;fessée;6;culture;Correction sévère infligée sur le terrain;factuel;1;terme d'argot
FESSEE;fessée;6;culture;Elle se raconte longtemps chez l'adversaire;joueur;1;humiliation durable
FESSEE;fessée;6;culture;Six lettres qui font la une des journaux;joueur;2;traitement médiatique
FIERTE;fierté;6;fillfoot;Porter le maillot national la procure;factuel;1;sentiment du sélectionné
FIERTE;fierté;6;fillfoot;Même battu, on rentre avec elle;joueur;1;honneur préservé
FILLES;filles;6;feminin;Elles jouent avec les garçons jusqu'à un certain âge;factuel;1;règle de la mixité
FILLES;filles;6;feminin;Leur nombre explose dans les écoles de foot;factuel;1;croissance de la pratique
FILLES;filles;6;feminin;Six lettres qui réclament un vestiaire à elles;joueur;2;équipement des clubs
FINALE;finale;6;competitions;Dernier match d'une compétition;factuel;1;ultime rencontre
FINALE;finale;6;competitions;Celle de 2026 s'est jouée près de New York;factuel;1;MetLife Stadium
FINALE;finale;6;competitions;Six lettres qui ne se rejouent jamais;joueur;1;caractère unique
FLEURY;Fleury;6;feminin;Club francilien de l'élite féminine;factuel;3;championnat de France
FLEURY;Fleury;6;feminin;Il représente une commune de l'Essonne;factuel;3;implantation
FLEURY;Fleury;6;feminin;Six lettres qui bousculent parfois les gros;joueur;3;exploits du club
FOFANA;Fofana;6;actuels;Milieu nommé au trophée du meilleur joueur de L1;factuel;3;nomination UNFP
FOFANA;Fofana;6;actuels;Il a brillé sous les couleurs du RC Lens;factuel;3;passage en Ligue 1
FOFANA;Fofana;6;actuels;Six lettres très répandues en Afrique de l'Ouest;joueur;1;nom courant
FOREST;Forest;6;clubs;Vainqueur cinq à zéro à Sunderland en avril;factuel;3;plus large victoire à l'extérieur
FOREST;Forest;6;clubs;Club anglais installé à Nottingham;factuel;1;implantation
FOREST;Forest;6;clubs;Six lettres qui signifient forêt en anglais;joueur;1;traduction du nom
FORLAN;Forlan;6;legendes;Meilleur joueur de la Coupe du monde 2010;factuel;2;distinction du tournoi
FORLAN;Forlan;6;legendes;Il a porté l'Uruguay en demi-finale;factuel;2;parcours sud-africain
FORLAN;Forlan;6;legendes;Six lettres à la frappe de balle exceptionnelle;joueur;2;réputation du buteur
FORMAT;format;6;competitions;Organisation d'une compétition;factuel;1;structure de l'épreuve
FORMAT;format;6;competitions;Celui du Mondial est passé à quarante-huit en 2026;factuel;1;élargissement
FORMAT;format;6;competitions;Six lettres qui font hurler les puristes;joueur;2;critique de l'expansion
FOWLER;Fowler;6;legendes;Attaquant anglais surnommé Dieu à Anfield;factuel;2;idole de Liverpool
FOWLER;Fowler;6;legendes;Il a marqué un triplé en cinq minutes;factuel;3;record de Premier League
FOWLER;Fowler;6;legendes;Six lettres au sens du but redoutable;joueur;2;profil du finisseur
FRANCE;France;6;selections;Quatrième du Mondial 2026;factuel;1;petite finale perdue
FRANCE;France;6;selections;Elle a été championne du monde en 1998 et 2018;factuel;1;deux étoiles
FRANCE;France;6;selections;Six lettres qui ont perdu six à quatre à Miami;joueur;1;match pour la troisième place
FRIULI;Friuli;6;stades;Enceinte du nord-est italien;factuel;3;Udine
FRIULI;Friuli;6;stades;Elle porte le nom de sa région;factuel;3;toponymie
FRIULI;Friuli;6;stades;Six lettres noir et blanc;joueur;3;couleurs du club
FULHAM;Fulham;6;clubs;Club londonien de Premier League;factuel;1;implantation
FULHAM;Fulham;6;clubs;Il a encaissé cinq buts contre City en décembre;factuel;3;rencontre la plus prolifique
FULHAM;Fulham;6;clubs;Six lettres battues quatre buts à cinq;joueur;3;score du 2 décembre 2025
FUTKEU;Futkeu;6;actuels;Deuxième buteur de la deuxième Bundesliga;factuel;3;seize réalisations
FUTKEU;Futkeu;6;actuels;Buteur du football allemand en 2025-2026;factuel;3;saison écoulée
FUTKEU;Futkeu;6;actuels;Six lettres au deuxième échelon allemand;joueur;2;championnat de division 2
FUTSAL;futsal;6;competitions;Football à cinq joué en salle;factuel;1;variante officielle
FUTSAL;futsal;6;competitions;Sa Coupe du monde se dispute depuis 1989;factuel;3;épreuve de la FIFA
FUTSAL;futsal;6;competitions;Six lettres qui ont formé bien des Brésiliens;joueur;2;école de la technique
GALAXY;Galaxy;6;clubs;Club de Los Angeles au riche palmarès en MLS;factuel;2;championnat nord-américain
GALAXY;Galaxy;6;clubs;Beckham y a signé en 2007;factuel;2;arrivée retentissante
GALAXY;Galaxy;6;clubs;Six lettres blanc, bleu et or;joueur;3;couleurs du club
GALLES;Galles;6;selections;Demi-finaliste de l'Euro 2016;factuel;2;meilleur parcours du pays
GALLES;Galles;6;selections;Son emblème est un dragon rouge;factuel;1;symbole national
GALLES;Galles;6;selections;Six lettres qui suivent pays de;joueur;1;dénomination complète
GAMPER;Gamper;6;competitions;Trophée amical annuel du FC Barcelone;factuel;3;match de présentation
GAMPER;Gamper;6;competitions;Il porte le nom du fondateur suisse du club;factuel;3;histoire du Barça
GAMPER;Gamper;6;competitions;Six lettres qui ouvrent la saison catalane;joueur;3;tradition estivale
GARCIA;García;6;actuels;Deux Espagnols le portaient chez les sacrés de 2026;factuel;2;Joan et Eric
GARCIA;García;6;actuels;Un portier et un défenseur partagent ce patronyme;factuel;2;homonymie chez la Roja
GARCIA;García;6;actuels;Le nom le plus répandu de la péninsule;joueur;1;patronyme courant
GAUCHO;Gaúcho;6;legendes;Surnom d'un Ballon d'Or brésilien de 2005;factuel;2;Ronaldinho
GAUCHO;Gaúcho;6;legendes;Il désigne un habitant du sud du Brésil;factuel;2;origine du terme
GAUCHO;Gaúcho;6;legendes;Six lettres au sourire inoubliable;joueur;1;image du joueur
GETAFE;Getafe;6;clubs;Club de la banlieue madrilène;factuel;3;championnat espagnol
GETAFE;Getafe;6;clubs;Il est réputé pour son jeu très rugueux;factuel;3;style du club
GETAFE;Getafe;6;clubs;Six lettres bleu ciel;joueur;3;couleurs du club
GEYORO;Geyoro;6;feminin;Milieu française longtemps capitaine du PSG;factuel;2;brassard parisien
GEYORO;Geyoro;6;feminin;Elle a rejoint le championnat anglais;factuel;2;transfert de la joueuse
GEYORO;Geyoro;6;feminin;Six lettres au volume de course impressionnant;joueur;2;profil du milieu
GINOLA;Ginola;6;legendes;Ailier français passé par le PSG et Newcastle;factuel;2;carrière du joueur
GINOLA;Ginola;6;legendes;Élu meilleur joueur du championnat anglais en 1999;factuel;3;distinction anglaise
GINOLA;Ginola;6;legendes;Six lettres à la chevelure de publicité;joueur;1;image du joueur
GIRONA;Gérone;6;clubs;Club catalan révélé en Ligue des champions;factuel;3;première qualification
GIRONA;Gérone;6;clubs;Il a terminé troisième de Liga en 2024;factuel;3;meilleur classement
GIRONA;Gérone;6;clubs;Six lettres rouge et blanc de Catalogne;joueur;3;couleurs du club
GIROUD;Giroud;6;legendes;Meilleur buteur de l'histoire des Bleus;factuel;1;record national
GIROUD;Giroud;6;legendes;Champion du monde 2018 sans marquer une seule fois;factuel;2;particularité du tournoi
GIROUD;Giroud;6;legendes;Six lettres redoutables de la tête;joueur;1;jeu aérien du buteur
GNABRY;Gnabry;6;legendes;Ailier allemand du Bayern Munich;factuel;2;carrière du joueur
GNABRY;Gnabry;6;legendes;Il a marqué quatre fois à Tottenham en une soirée;factuel;2;Ligue des champions 2019
GNABRY;Gnabry;6;legendes;Six lettres qui adorent Londres, disait-il;joueur;2;phrase restée célèbre
GOLAZO;golazo;6;culture;But magnifique, en espagnol;factuel;2;terme hispanique
GOLAZO;golazo;6;culture;Le suffixe augmente le mot pour dire but superbe;factuel;3;grammaire espagnole
GOLAZO;golazo;6;culture;Six lettres criées par les commentateurs latinos;joueur;1;usage télévisé
GORDON;Gordon;6;actuels;Ailier anglais parti de Newcastle au Barça;factuel;1;transfert de l'été 2026
GORDON;Gordon;6;actuels;Il a signé jusqu'en 2031 pour quatre-vingts millions;factuel;2;contrat de cinq ans
GORDON;Gordon;6;actuels;Dix de ses dix-sept buts l'ont été en Coupe d'Europe;factuel;3;saison 2025-2026
GORDON;Gordon;6;actuels;Six lettres passées de la Tyne au Camp Nou;joueur;2;transfert de l'été 2026
GOURDE;gourde;6;culture;Bouteille posée au bord du terrain;factuel;1;ravitaillement
GOURDE;gourde;6;culture;Les gardiens la gardent sur le montant;factuel;2;habitude du poste
GOURDE;gourde;6;culture;Six lettres qui qualifient aussi une personne naïve;joueur;1;homonymie
GRADIN;gradin;6;culture;Rangée de sièges où s'assoit le public;factuel;1;partie du stade
GRADIN;gradin;6;culture;Le plus haut offre la meilleure vision tactique;factuel;2;point de vue du spectateur
GRADIN;gradin;6;culture;Six lettres où personne ne reste assis;joueur;1;habitude des virages
GREMIO;Grêmio;6;clubs;Club de Porto Alegre rival de l'Internacional;factuel;3;derby du Sud
GREMIO;Grêmio;6;clubs;Ronaldinho y a débuté;factuel;3;formation du meneur
GREMIO;Grêmio;6;clubs;Six lettres bleu, noir et blanc;joueur;3;couleurs du club
GRIFFE;griffe;6;fillfoot;Celle d'un technicien se lit dans le jeu;factuel;2;signature d'un entraîneur
GRIFFE;griffe;6;fillfoot;Le fauve du blason en montre toujours;joueur;1;emblème animalier
GRILLE;grille;6;culture;Support de pronostics à remplir avant les matchs;factuel;2;jeu du week-end
GRILLE;grille;6;culture;C'est aussi ce qui sépare le parcage du terrain;factuel;1;dispositif du stade
GRILLE;grille;6;culture;Six lettres qu'on remplit aussi avec des mots;joueur;1;double sens
GRINTA;grinta;6;vocab;Hargne venue du vocabulaire italien;factuel;2;terme transalpin
GRINTA;grinta;6;vocab;Sans elle, le talent ne suffit jamais;joueur;2;adage consacré
GROSSO;Grosso;6;legendes;Il a transformé le dernier penalty de la finale 2006;factuel;2;séance de Berlin
GROSSO;Grosso;6;legendes;Son but en demi-finale a éliminé l'Allemagne;factuel;2;prolongation à Dortmund
GROSSO;Grosso;6;legendes;Six lettres devenues entraîneur ensuite;joueur;3;reconversion
GROUPE;groupe;6;vocab;Ensemble des joueurs convoqués pour le match;factuel;1;liste de la rencontre
GROUPE;groupe;6;vocab;Quand il vit bien, tout devient facile;joueur;1;cohésion de l'effectif
GUEDES;Guedes;6;actuels;Attaquant retenu pour sa polyvalence;factuel;3;choix de Martínez
GUEDES;Guedes;6;actuels;Il a validé sa place dans le groupe portugais;factuel;2;liste de 2026
GUEDES;Guedes;6;actuels;Six lettres comme option offensive de plus;joueur;1;profil du joueur
GULLIT;Gullit;6;legendes;Ballon d'Or néerlandais de 1987;factuel;2;milieu du Milan
GULLIT;Gullit;6;legendes;Champion d'Europe des nations en 1988;factuel;2;titre continental
GULLIT;Gullit;6;legendes;Six lettres à la coiffure inoubliable;joueur;1;silhouette culte
HAKIMI;Hakimi;6;actuels;Capitaine marocain et latéral droit de référence;factuel;1;brassard des Lions
HAKIMI;Hakimi;6;actuels;Le plus capé du groupe marocain de 2026;factuel;2;soixante-dix sélections
HAKIMI;Hakimi;6;actuels;Six lettres qui montent tout le couloir;joueur;1;profil du joueur
HAPOEL;Hapoel;6;clubs;Nom porté par des clubs israéliens;factuel;3;dénomination répandue
HAPOEL;Hapoel;6;clubs;Son nom signifie le travailleur;factuel;3;étymologie
HAPOEL;Hapoel;6;clubs;Six lettres rouges d'Israël;joueur;3;couleur du maillot
HARDER;Harder;6;feminin;Attaquante danoise capitaine de sa sélection;factuel;2;brassard national
HARDER;Harder;6;feminin;Elle a joué à Wolfsburg, Chelsea puis au Bayern;factuel;2;carrière européenne
HARDER;Harder;6;feminin;Six lettres qui signifient plus dur en anglais;joueur;1;traduction
HARGNE;hargne;6;fillfoot;Combativité mise dans chaque duel;factuel;1;engagement
HARGNE;hargne;6;fillfoot;Le public la réclame plus que le beau jeu;joueur;1;attente des tribunes
HAZARD;Hazard;6;legendes;Ailier belge vedette de Chelsea;factuel;1;carrière anglaise
HAZARD;Hazard;6;legendes;Troisième du Mondial 2018 avec les Diables;factuel;2;meilleur résultat belge
HAZARD;Hazard;6;legendes;Six lettres impossibles à faire tomber;joueur;1;résistance aux tacles
HEARTS;Hearts;6;clubs;Club écossais d'Édimbourg;factuel;3;championnat local
HEARTS;Hearts;6;clubs;Il dispute le derby de la capitale;factuel;3;rivalité locale
HEARTS;Hearts;6;clubs;Six lettres qui signifient cœurs en anglais;joueur;2;traduction
HESKEY;Heskey;6;legendes;Attaquant anglais partenaire d'Owen en sélection;factuel;3;duo offensif
HESKEY;Heskey;6;legendes;Il jouait pour les autres plus que pour lui;factuel;2;rôle du pivot
HESKEY;Heskey;6;legendes;Six lettres souvent moquées, souvent regrettées;joueur;2;réputation contrastée
HIERRO;Hierro;6;legendes;Capitaine du Real et de l'Espagne;factuel;2;brassard madrilène
HIERRO;Hierro;6;legendes;Défenseur qui marquait beaucoup pour son poste;factuel;2;buts du central
HIERRO;Hierro;6;legendes;Six lettres qui signifient fer en espagnol;joueur;2;traduction
HINCHA;hincha;6;culture;Nom espagnol du supporter;factuel;2;terme hispanique
HINCHA;hincha;6;culture;Il s'emploie dans toute l'Amérique du Sud;factuel;2;usage continental
HINCHA;hincha;6;culture;Six lettres qui viennent d'un mot signifiant gonfler;joueur;3;étymologie
HOTDOG;hot-dog;6;culture;Sandwich vendu dans les stades américains;factuel;1;restauration d'enceinte
HOTDOG;hot-dog;6;culture;Il s'est imposé lors du Mondial 2026;factuel;2;organisation nord-américaine
HOTDOG;hot-dog;6;culture;Six lettres qui signifient chien chaud;joueur;1;traduction littérale
HOURRA;hourra;6;culture;Cri de joie poussé par une foule;factuel;1;exclamation collective
HOURRA;hourra;6;culture;Il a un peu vieilli face aux chants modernes;joueur;2;évolution des tribunes
HOURRA;hourra;6;culture;Six lettres qui claquent comme un applaudissement;factuel;1;sonorité du mot
HOWARD;Howard;6;legendes;Gardien américain auteur de quinze arrêts en 2014;factuel;2;huitième contre la Belgique
HOWARD;Howard;6;legendes;Il a longtemps gardé les buts d'Everton;factuel;3;carrière anglaise
HOWARD;Howard;6;legendes;Six lettres qui ont failli tenir tout seuls;joueur;2;performance du Mondial
HUESCA;Huesca;6;clubs;Club aragonais monté en Liga en 2018;factuel;3;première accession
HUESCA;Huesca;6;clubs;Il représente une des plus petites villes de l'élite;factuel;3;taille de la commune
HUESCA;Huesca;6;clubs;Six lettres bleu et grenat;joueur;3;couleurs du club
HURLER;hurler;6;culture;Version encore plus forte du cri de joie;factuel;1;intensité du public
HURLER;hurler;6;culture;On le fait aussi contre l'arbitre;joueur;1;réaction de tribune
HURLER;hurler;6;culture;Six lettres qui font perdre la voix jusqu'au mardi;joueur;1;conséquence du match
ICARDI;Icardi;6;legendes;Attaquant argentin capitaine de l'Inter puis du PSG;factuel;2;carrière du joueur
ICARDI;Icardi;6;legendes;Il a été deux fois meilleur buteur de Serie A;factuel;3;titres individuels
ICARDI;Icardi;6;legendes;Six lettres qui ne vivaient que dans la surface;joueur;2;profil du finisseur
INACIO;Inácio;6;actuels;Défenseur central portugais du Sporting;factuel;2;club lisboète
INACIO;Inácio;6;actuels;Doublure principale de la charnière lusitanienne;factuel;3;hiérarchie défensive
INACIO;Inácio;6;actuels;Six lettres formées du côté de Lisbonne;joueur;2;produit du club
INDICE;indice;6;competitions;Coefficient qui classe les pays en Europe;factuel;2;calcul de l'UEFA
INDICE;indice;6;competitions;Il détermine le nombre de places européennes;factuel;2;enjeu du classement
INDICE;indice;6;competitions;Six lettres suivies de près par les dirigeants;joueur;2;préoccupation des clubs
IRAOLA;Iraola;6;coachs;Technicien basque de Bournemouth;factuel;2;banc anglais
IRAOLA;Iraola;6;coachs;Il avait été latéral de l'Athletic Bilbao;factuel;2;joueur puis coach
IRAOLA;Iraola;6;coachs;Six lettres qui font presser très haut;joueur;2;style de jeu
ISTRES;Istres;6;clubs;Club provençal passé par la Ligue 1 en 2004;factuel;3;unique saison dans l'élite
ISTRES;Istres;6;clubs;Sa ville borde l'étang de Berre;factuel;3;géographie
ISTRES;Istres;6;clubs;Six lettres bleu et blanc de Provence;joueur;3;couleurs du club
ITALIE;Italie;6;selections;Quadruple championne du monde;factuel;1;1934, 1938, 1982 et 2006
